Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
2.7270866341150217,57.549103875111726,54.123390495375205,No,High School,No
25.22141457518807,61.64994357971473,32.529084737605906,No,High School,No
17.658512095836734,100.35322933687004,,No,Master,Yes
9.012107707547571,85.42990621651296,,No,High School,No
27.409215804180185,91.02952550479047,73.93100213630089,Yes,Bachelor,Yes
15.92539707434287,86.81178432800994,40.75657423368449,No,High School,No
24.43437747251061,87.81391841856288,64.73725854885288,No,Master,Yes
15.54014785128087,53.47055743377834,,Yes,Master,No
-31.485983399055897,130.94635413242895,90.54551661481277,No,Bachelor,Yes
29.042726739545635,103.39179984855548,53.70918126822871,No,Bachelor,Yes
13.008286812167412,75.41218511863944,,Yes,High School,Yes
22.772567607634844,79.13046100372276,84.18804465526219,No,Master,Yes
20.16300759668118,49.377849948885554,56.49114471195907,Yes,Master,No
25.94905246025879,90.2850951203567,,Yes,Master,Yes
7.280612315359164,91.44114883428288,75.25555324579507,No,Bachelor,No
20.488411679987514,78.75617966001379,57.33513944225393,Yes,High School,Yes
23.467395894796702,102.48706719741006,71.53726963237311,Yes,Master,Yes
0.9300841086150857,73.31845538040119,62.757586137896226,No,High School,No
-5.533931898673799,91.29211851787201,43.282623783015495,Yes,Bachelor,No
-1.3138574220808046,59.60671322615769,36.542979713133114,No,High School,No
12.844745324443538,79.52895698251524,73.40026372741896,No,Master,No
20.740338046367697,76.51291484194329,61.576633805040615,Yes,High School,Yes
27.018856416768223,84.50615844081884,61.703652746288014,Yes,High School,Yes
15.592758243358201,102.60946142333283,80.43795758640678,No,Bachelor,Yes
28.028924364570337,77.37054808656664,87.60163414948667,No,Bachelor,Yes
3.959188334280869,96.52094342883012,65.91182917957286,Yes,Bachelor,No
1.3729404851587628,71.26471525523564,64.89101939635208,No,High School,No
14.55561840882705,47.868457985226414,77.50214549670825,Yes,High School,No
-18.072523591514457,114.99167808410841,49.64596645450637,No,Bachelor,Yes
14.738442015247255,107.62908157380973,73.34729582121545,Yes,Master,Yes
-1.5395368003190129,54.154746097887625,78.27828957733232,Yes,Master,No
14.287039683897692,93.79415610490389,80.20345312626444,Yes,High School,Yes
4.564243995961174,69.94050458897314,40.94870946246303,No,Master,No
20.35738039064031,85.26974430662119,58.57967095286589,No,High School,Yes
17.932785968774787,85.88448258026988,56.826051207648,No,Bachelor,Yes
7.480961709381158,75.31184399367356,71.49830431613819,Yes,High School,No
10.889064661306453,64.32468668827207,77.21116869651976,Yes,High School,No
6.526291824888387,66.18917895367481,92.45065611168972,Yes,Bachelor,No
-14.498567221814625,91.67616169037515,62.575517794478905,No,Bachelor,No
22.641138564009907,63.363555835391104,62.53641252536179,No,High School,No
7.11419162931565,78.65643419901289,87.24508028318121,No,High School,No
19.032372124142753,65.68480021778497,74.44865407795457,Yes,High School,Yes
10.757939053020474,93.64104131425239,89.01477266781961,No,Bachelor,Yes
8.657017341901247,109.74492310671855,74.33092004514755,Yes,High School,Yes
14.143757120363537,68.39893517259914,52.64325071930094,No,High School,No
6.718061420645007,84.78809001070753,50.0030746783329,Yes,Bachelor,No
10.570805557222544,89.99370220605867,46.72731626411607,No,Bachelor,No
5.416976859289212,89.4400454183855,79.9307775213771,Yes,Bachelor,No
-30.717801063331116,81.51910535832175,87.82895234630513,No,Bachelor,Yes
15.282108415773829,94.85364836719445,97.74043212079572,No,Master,Yes
9.402195936059314,89.64497905361314,82.6465799848486,No,Master,Yes
16.711839285873776,55.24675155345405,87.44257866302479,No,Master,No
14.101375602473361,97.38312128778546,61.29975501019473,No,Bachelor,Yes
13.232243203734216,127.74581674533485,52.65376274884215,No,High School,No
19.9133336003474,64.73427791642837,82.7511899862633,No,Master,Yes
21.06006168037844,80.75875670895203,76.26521128359101,Yes,High School,Yes
10.75599081911578,93.66657985622139,71.6116656151134,No,High School,Yes
10.393454074842559,75.81372360841277,75.81057220949485,No,High School,No
-12.799586422786849,101.45956095532023,74.84778223687309,Yes,High School,Yes
-3.4153693178846787,127.27744989238721,89.25725289780343,No,Master,Yes
2.878471502411582,64.28027934730035,89.42478377225433,Yes,Bachelor,No
25.934994139556196,52.3791079369245,78.16330528510521,Yes,Bachelor,Yes
28.15974170801027,86.07637191209751,82.68704308844393,Yes,Bachelor,Yes
13.007711683548973,94.43125010252287,77.71093828637164,Yes,High School,Yes
19.61245570444613,75.38267252310462,63.082454019480714,No,High School,Yes
17.490001236348288,109.06521326642068,81.3484701236971,No,Bachelor,Yes
39.6310464676419,53.227884005535024,49.082573967111074,No,Bachelor,Yes
23.956599291476614,93.85837246063222,85.80837328443825,No,High School,Yes
-13.976659268153867,97.88278358482214,52.082155903509474,Yes,Bachelor,No
7.355676475196594,114.38755812414593,74.28704930192099,No,High School,Yes
2.14842943793942,119.85030706336237,57.32269062360761,No,High School,No
16.627709086937784,64.66686824433305,78.30083474611641,No,High School,No
8.949194037725572,69.0088572818284,69.49112161108137,No,High School,No
3.6219703232186067,97.19175773959604,46.078660627550015,No,Master,No
9.827416926059787,72.2573870042097,76.31049446527719,No,Master,No
6.34761597108484,79.09177564135524,61.33118834750934,No,High School,No
28.497133080580518,80.5077684108482,83.21720081220053,Yes,Bachelor,Yes
22.053118055595604,41.606536876046874,70.01988533101611,Yes,Bachelor,No
-14.93621886946706,79.72324507811526,75.93131478082057,No,High School,Yes
26.839553111120207,66.20544451871652,55.63646567477182,No,High School,Yes
15.618946461180947,70.13754355200456,61.16001652858957,No,Master,No
8.10972638937389,108.87264006937627,63.120420458483736,No,Bachelor,No
27.18499261815726,54.86986211441487,82.85053720363834,Yes,Master,Yes
19.31128034947727,126.26410373495955,95.16065631708234,Yes,High School,Yes
6.702030765388349,74.42074139336383,57.92242372385685,No,Bachelor,No
13.477290575331134,74.40479663008331,86.1527221698652,No,High School,Yes
7.9950539729219425,95.80743792103422,37.45483873411447,Yes,High School,No
3.9376021522853115,86.8010258913778,52.08715898361566,No,Bachelor,No
-22.40942038025313,91.41225994439063,55.618323157198375,No,High School,Yes
30.275333123761044,99.36369321065722,49.712369658389164,No,High School,Yes
3.8114594094468703,73.37383233633355,46.2461741531863,No,High School,No
19.503753893524568,67.75526530984499,76.19498368206696,Yes,High School,Yes
9.794859447025384,58.29698946884404,66.78898453408208,No,Bachelor,No
11.102996929882432,63.4917894004209,75.69108096407665,No,High School,No
10.260848606089047,138.9818885061745,80.3570902918227,No,High School,Yes
8.08807384256147,104.89359161473573,73.984254897588,Yes,High School,Yes
15.388173023558616,52.978512675839575,79.86644764225561,No,High School,No
8.352399068711698,53.5508408651286,68.95701570636597,Yes,Bachelor,No
-17.163654606238712,119.63732123436984,52.19509917541383,Yes,High School,No
14.598095124406905,90.94529594755934,85.86721271231194,No,Bachelor,Yes
13.088415625068722,90.9776767063473,61.1633180082831,Yes,High School,No
7.739490703667217,74.90088412892604,55.966055518563614,No,High School,No
10.385829355453339,77.49091479994199,67.33123186293403,Yes,Master,No
21.043129806606046,86.55759048318714,56.3078362105523,No,Bachelor,Yes
19.007337500995046,81.71786012586661,63.73854427015851,Yes,High School,Yes
7.179558041611592,35.6139925450493,75.160808823452,Yes,Master,No
15.794658443433807,75.40400738849613,75.22512608869191,Yes,High School,Yes
21.011096986974312,62.97187131479373,56.53254900361556,No,Master,No
-1.6447577510290259,83.50422837817024,62.68441940576883,No,Bachelor,No
19.34688153903948,139.70518005206821,86.11499507155366,Yes,Bachelor,Yes
9.699009928433227,87.34963330948608,77.44600176600912,No,Master,No
19.564789348745276,73.72940627655204,100.0,No,High School,Yes
8.893926747659865,98.43603003954505,87.7019226061229,No,Bachelor,Yes
0.5609431946838477,119.65375774418425,87.16439602839908,Yes,High School,No
1.9796604969346987,88.40188980903683,49.181971743162975,No,High School,No
15.384679573291056,92.13701186431342,,Yes,High School,Yes
17.077780013771854,121.13087129659083,69.20339797454633,Yes,High School,Yes
7.765466999164731,57.38223129348169,61.73527294692626,No,Bachelor,No
-20.10873967021899,89.47264153622909,72.52023010798793,No,Bachelor,Yes
1.707839501848321,61.47237740036923,84.17817301917225,Yes,Bachelor,No
14.471361610821468,91.11025292684496,77.51247386506317,Yes,High School,Yes
5.311870401900347,61.626269770278114,56.8228929798691,No,High School,No
9.785311137582728,71.65266372789831,81.13688370388931,No,Master,No
15.379189370531313,74.09820171524187,60.436186868860545,Yes,High School,No
8.116693077728382,99.51633438689419,,No,Bachelor,Yes
11.923555646161397,98.36908887884827,65.44974898784298,Yes,Bachelor,Yes
23.050342473715524,55.08565247107231,66.71700622396561,Yes,Bachelor,No
10.38486504381481,81.09868221999697,81.49364462560764,No,Bachelor,No
-21.685536896521135,95.80840290501655,54.39709420276153,Yes,Master,No
5.962345162739055,54.82990178649331,99.17792611415399,Yes,High School,No
19.238433423322263,75.65965899151259,42.68370896058255,No,Master,No
26.532548965263203,73.83034423088361,61.03498475117714,No,High School,Yes
-4.7731560010183145,128.53432972691044,75.55317834912611,Yes,High School,No
8.624837956236185,88.65919650721392,78.76471249652965,No,High School,No
19.61657701744432,52.44764998491526,68.49286419142442,No,Bachelor,No
13.37563691165606,68.70451991658115,69.13913945497687,Yes,High School,No
17.96916698697047,100.42766590858797,76.15825127991425,No,High School,Yes
10.168118506273435,121.7688554573985,66.5339578381348,Yes,High School,Yes
-15.692718299783198,48.28033375524083,90.89771886902359,No,Master,No
13.754582116863364,42.4015122972191,82.59023671347403,No,Master,No
24.34225649327846,117.41930350743564,83.09236526508452,No,Bachelor,Yes
17.035366746409704,87.79228354741808,55.50764914944374,Yes,Bachelor,Yes
17.700821296601617,62.63414536247267,68.80917363391445,No,High School,No
11.704984271020262,120.69258172244871,65.49301076918944,No,High School,No
11.099150207420053,27.285045219662443,54.915979364658014,Yes,Master,No
11.539534497443032,80.06751013194322,75.4024627591865,Yes,High School,No
18.155617139026376,86.55642345686171,61.935313633302755,Yes,High School,Yes
11.632124153437896,98.4854027907566,79.83105744775355,No,High School,Yes
-17.318198855171303,59.72208095414925,53.947126556585026,No,High School,No
31.60320638916351,81.71374322806719,95.78560919262732,Yes,High School,Yes
21.96899762745354,61.49150747880825,56.555010121119075,No,Bachelor,No
12.391811742657271,85.10767511348634,73.28953505800654,No,High School,Yes
24.60971137731156,62.09307355273952,81.87788965582101,No,Bachelor,Yes
11.735397015827589,71.83798321679559,61.44039354699831,Yes,High School,No
-1.3049962814228309,60.08369210419542,82.78702965149427,No,High School,No
6.935309512660767,93.02272483647315,51.562246032993755,Yes,High School,No
0.0336646317931546,97.16902233313331,91.7817654877384,Yes,Bachelor,No
12.187892127669532,75.30758860085173,70.21223897448637,No,High School,No
-15.147347033516414,110.76475989920057,61.05382888046681,Yes,Bachelor,No
28.411498498202263,51.02817170732912,65.51227341358849,Yes,Bachelor,Yes
17.6154189901133,74.00646703986426,82.13378904089079,Yes,Bachelor,Yes
13.247195769529085,78.9959076591651,61.23317062224343,Yes,High School,No
21.635244649467914,132.4158618205995,58.759634658658335,Yes,High School,Yes
-2.689082472063081,57.76065948451673,66.67695103624392,No,High School,No
16.884916464868528,109.28354477504875,52.34556830845048,Yes,Bachelor,Yes
21.166921551095733,99.93717546931616,97.30815861912723,Yes,High School,Yes
3.1713100337612676,85.61272808980273,61.50408113177915,Yes,Master,No
24.150032345655433,115.17240968390267,82.47425179270606,No,Master,Yes
-17.707971259955315,87.44210945213726,73.14205125471659,No,High School,Yes
11.67769668879359,87.78318391335857,55.23198924277048,Yes,High School,No
20.06225492885028,78.9375869396491,69.91067936180906,No,Bachelor,Yes
33.16554286243517,104.47137764837255,81.76004168966122,Yes,High School,Yes
16.45493004046796,101.92938467621767,67.1760799737054,Yes,High School,Yes
16.98576469040269,97.48645425007575,87.89669418776542,Yes,Master,Yes
11.325112803678048,53.61505610802465,85.32273089172796,Yes,High School,No
8.201245044281666,75.94038725208686,83.78372281987494,Yes,Master,No
21.642686532353963,63.99922871204707,63.10514841590505,No,Bachelor,No
8.151329392729062,78.7295085076929,53.8023632832777,Yes,Bachelor,No
-15.572529897755139,104.74876269368278,60.796185919558084,No,High School,Yes
11.178740425879067,70.8539668982642,72.94361411000081,Yes,High School,No
18.831838605971136,79.14353237376851,78.18680070298534,Yes,Bachelor,Yes
17.669296842295587,81.1604546961679,37.42642892859329,No,High School,No
23.300319554063194,96.96861764410569,69.87830197582375,No,High School,Yes
10.919868809162024,35.0622133203079,72.37133837984777,Yes,High School,No
12.841000517653029,67.86599410469407,65.83683615526672,No,High School,No
7.169890273741541,84.22567384558945,89.36910758523818,Yes,High School,Yes
11.445653919391107,104.00157912853723,,Yes,Bachelor,Yes
18.018403944358816,70.1619510498759,89.65287862121346,Yes,High School,Yes
-21.055908933162815,72.46894587916252,66.76059219474652,Yes,High School,No
7.622677406578997,92.39422891932273,84.06216238760388,Yes,Bachelor,Yes
21.95684736084528,67.29275222348741,94.5259959179128,Yes,Master,Yes
25.845102870439607,56.20666681819277,89.67540173908992,No,High School,Yes
18.307479225789606,67.51309220573552,53.617876098569,Yes,High School,No
30.014366500464526,76.309492846883,66.19485883686428,No,Bachelor,Yes
8.809686407171416,67.90510670923575,64.82252941825305,Yes,Master,No
5.042762373508664,35.888678858018615,77.3388180261449,No,Bachelor,No
0.7702380087657712,97.94132393774265,80.295303325218,No,Bachelor,No
26.968354491913466,105.49750082557445,57.41660988961395,Yes,High School,Yes
-20.23492525083246,93.03043982679011,71.01757770875406,Yes,Bachelor,Yes
14.55532263271636,57.24628659150367,39.701090017657954,No,High School,No
17.239749010558562,75.97016932104964,91.62917508702834,No,Bachelor,Yes
5.996087621612988,79.86957369541084,62.314386389849595,Yes,Bachelor,No
34.56601583693461,91.97588779123821,70.83795909766745,Yes,Master,Yes
16.03376945580182,123.36680977436161,65.35525429017908,No,High School,Yes
15.875158356839144,65.31652402443008,87.19041362520122,Yes,High School,Yes
20.806132991189536,81.63991112827121,27.437403379039317,No,Bachelor,No
18.848073853893705,89.14560809230483,69.75084486511136,Yes,Bachelor,Yes
16.791072194233053,109.11644644293533,68.41271863753454,Yes,Bachelor,Yes
-8.676204356437506,94.09013079649446,63.195454186124756,No,High School,No
18.771746857087965,95.78113374751038,95.89339818453449,No,High School,Yes
30.05619597180027,81.67653255858721,56.69005811716343,Yes,Bachelor,Yes
25.76336036923982,108.20918290407008,81.57694265853492,No,High School,Yes
27.745493013115176,88.19525591918995,75.34379183059126,No,Master,Yes
10.910274588550518,62.77824179652859,88.92278878803273,No,High School,No
7.083161437931353,108.06739940250381,59.99216372833742,Yes,Bachelor,No
13.993704639202814,93.95806545078055,59.00546651314362,No,Bachelor,Yes
15.445799298309558,71.13911957743035,86.44104861216098,No,Bachelor,Yes
23.753532147767586,70.41014065201513,76.37981962495165,No,High School,Yes
-1.460282962281445,115.93151090281523,46.82593979984862,No,Master,No
27.23640255568491,89.2636959053517,61.91042478305094,Yes,High School,Yes
13.735936811368084,83.94584531262413,75.79573980772092,No,Bachelor,Yes
11.584951440420639,86.2261734688577,82.56646332319883,No,High School,Yes
6.90316499791866,113.99914749152761,59.811540202105675,Yes,High School,No
1.7611466250738452,101.43086304469772,26.286160152745886,No,High School,No
21.585364671695316,83.81271182530048,77.8483477860555,Yes,High School,Yes
15.586543737507231,98.82621161534966,51.69518965084036,No,Master,Yes
4.680312802071569,59.34952192944921,39.73991802816383,Yes,High School,No
4.639369823491071,87.95854099893617,27.515111125237887,No,Bachelor,No
-12.313722405678973,116.1861269946622,82.20971290296612,No,Master,Yes
28.352172202315145,75.63908209215252,71.9292617560745,No,High School,Yes
12.923269189091162,63.0473214276183,66.61515428931622,No,Bachelor,No
2.9748563750551504,66.9582222281388,90.83536544444142,No,High School,No
13.034055487312445,58.207339253152234,79.55987024534609,Yes,High School,No
12.818211442018637,94.30476183744594,94.24450064082875,No,High School,Yes
-6.575093143532573,72.58983802819942,49.10896791749505,No,Master,No
14.565641067857502,51.88865961642716,69.48174064069055,No,High School,No
13.152523758330576,80.31236667899206,45.749299375779785,Yes,Bachelor,No
20.569650918507346,98.04554347573294,,No,Bachelor,Yes
-29.79164875956276,61.8448763970616,66.27076219349983,No,Master,Yes
24.01252023638206,110.38567847283538,79.39920455894607,No,High School,Yes
12.848890475561355,90.21584177055189,70.68345821712848,Yes,Bachelor,Yes
6.147792730066637,100.61161171248115,79.35110707419874,Yes,Bachelor,Yes
35.58687842599888,66.84330892295726,80.55160199708341,No,Bachelor,Yes
15.473747472115907,97.09050454133231,100.0,Yes,Master,Yes
15.111434335303569,58.16132199209374,65.27055017070813,No,Master,No
14.806999303119973,97.80495001673017,55.88465949000431,Yes,High School,Yes
16.58467808614284,83.43678679587063,73.69125422974614,No,High School,Yes
13.84511670460846,91.06502439969567,57.96579959290685,Yes,High School,No
-10.41070394495811,86.48810788750296,92.22941152654803,No,High School,No
10.625128470076863,62.09860315446791,65.75172941582152,No,High School,No
14.737973838272012,91.94456436506769,61.51635448189015,Yes,High School,Yes
10.65260183092988,61.033039915515985,,Yes,High School,No
9.297233738582685,89.26412584198246,80.77626135207461,Yes,Master,Yes
15.851441821535175,52.657243870795085,67.63379525152772,No,High School,No
12.960182260633157,96.96348425333336,60.37499769804427,No,Master,Yes
27.03194390866151,55.34953370462982,94.98027876435296,No,High School,Yes
-6.207758467144096,91.04599875359047,57.15745239007375,No,Bachelor,No
23.732054815379694,92.51261867292001,70.53349111049491,No,Master,Yes
-24.968681539981034,66.0645636314085,79.78459227415345,Yes,High School,Yes
-1.5871218592651957,91.64053134169454,45.529973343743904,Yes,High School,No
12.25849924735721,85.20884526667112,77.20390752108888,Yes,High School,Yes
12.028473072033668,69.22316287614524,54.17338486779326,No,High School,No
3.73990644225743,59.82890631847584,82.34174171251004,No,Master,No
8.777466499272997,70.74748616654841,55.56023482121536,Yes,Master,No
6.11539323627337,86.99300094599387,80.3915354777329,No,High School,No
29.01816354738898,48.7039445727589,86.58749599442069,No,High School,Yes
22.48542714517969,81.90688398882617,82.92154788449207,No,High School,Yes
25.17244075995327,74.73103567835501,73.76974972357154,Yes,High School,Yes
-20.77337651234588,93.58285550876391,66.53048585605451,Yes,Bachelor,Yes
5.967585830262166,73.95909001020271,61.35370635497734,No,High School,No
10.80383786976181,73.41104427305817,92.06552036225656,No,Bachelor,Yes
18.914996489823345,94.63741408576591,59.50757169748535,No,High School,Yes
5.222977528864437,86.70116058168234,54.44400889645006,Yes,High School,No
20.703987441379105,86.32311914365556,79.98053402549245,Yes,Bachelor,Yes
13.07739681473492,89.38535179617053,58.05794795220257,No,High School,No
12.00143353960322,49.28855753585788,55.74904753800809,No,Master,No
20.687679745627932,95.13577359973964,48.34593606745352,No,Master,Yes
18.55410649188832,92.24937588027204,62.75635240809223,No,High School,Yes
-12.11227067344736,89.66633742847006,68.75927464155261,Yes,High School,No
24.274638426913985,75.11839052651598,73.64637591491048,No,Master,Yes
6.3514933792008215,79.21385424744737,84.26959366449225,No,Master,No
19.92748485555411,77.31006431196535,77.90346885498691,Yes,Master,Yes
19.74481006374707,86.67719933137069,67.13691670670231,No,High School,Yes
12.523628485488079,108.62733563662367,67.0270648543042,Yes,Master,Yes
17.609064177936943,101.63533455345657,77.65236203372775,Yes,High School,Yes
4.991091388917576,53.75561613137187,89.08855244392853,Yes,Bachelor,No
22.39221615365521,92.44139980612097,71.894712992248,Yes,Master,Yes
13.520782908456088,106.5786663907082,62.96303718684386,Yes,High School,Yes
-10.818215835847685,87.73617041378405,55.10700998371682,No,Master,No
23.392073806695116,101.81960850371934,48.32192103381662,No,High School,Yes
9.365250475657927,120.2454089140153,,No,Master,Yes
3.7323096290915228,100.47419092213963,78.66967785459336,Yes,High School,No
2.54696661180877,84.98617191283458,78.66045287659992,Yes,Master,No
19.84807961076512,130.90176948169506,68.07010830471916,No,High School,Yes
4.756565180029735,82.89775666193782,91.10402118837627,Yes,Bachelor,No
29.03835345587492,80.4780608656991,62.73822258122773,Yes,Bachelor,Yes
-1.6554352630697764,72.97171528572535,84.32903855810808,No,High School,No
28.571650946320304,111.26826717664215,,No,High School,Yes
-16.688139737620947,63.63142668115997,60.87473852980994,No,Bachelor,No
14.226295105036861,110.64735449356232,78.88795460976642,No,High School,Yes
10.640647305528402,89.99728247480743,76.1445417802599,Yes,Bachelor,Yes
18.193088914816567,52.01387650396117,75.35459138900389,No,High School,No
14.698922380601212,87.35298585982844,71.21917633084298,Yes,Master,Yes
23.82641505613217,37.99946984696752,69.43160377424753,No,High School,No
15.913821189296318,92.51016033662071,100.0,Yes,High School,Yes
16.202414091695022,97.70462965977981,87.7638496779426,No,High School,Yes
12.091102302289153,68.15288088695893,80.84240342478267,Yes,High School,No
14.54443501023146,82.47095391911165,71.67698737305082,No,High School,Yes
-17.462414151136475,149.08314867500573,85.10735800895003,No,High School,Yes
1.3186528587469954,69.88506591476127,77.76992164587178,No,Master,No
4.214516623154296,58.82184825886799,70.39307129161054,No,Bachelor,No
20.94611275218172,109.63326804925197,65.44653512101128,No,Bachelor,Yes
16.366923505023536,119.25174381061589,68.78623993505968,No,High School,Yes
13.528133309178568,80.07391343695694,22.443613961829165,No,Bachelor,No
15.147471464523145,100.22926070816712,73.15901258946462,No,High School,Yes
17.78065364289337,106.82951831061763,62.672858798344606,No,Bachelor,Yes
10.681922557525109,65.15031534923232,93.89004997424325,No,High School,No
8.773562196781498,70.29388329264263,70.29016106217631,No,High School,No
-16.56676204078145,104.6174902630947,52.16554870697557,No,High School,Yes
7.173017779079744,113.70028557417018,69.25179768807824,No,Master,No
18.266022045715776,91.2576172034871,54.30818372406244,No,High School,Yes
1.379331166097277,62.403712929958914,77.101111235687,No,Bachelor,No
23.23324509860515,119.74122223398882,74.36421046509228,Yes,High School,Yes
18.780779859304346,99.38058204376071,84.36759446662401,No,Bachelor,Yes
17.048237874511006,73.29724437657096,58.13677312458152,No,Master,No
22.86152787156411,86.84675668979243,70.51012144342221,No,High School,Yes
28.323795555700613,111.08320841429548,49.52467306860047,No,High School,Yes
23.114960520145043,97.07951953104447,80.52242172887071,Yes,Master,Yes
-0.27300614934683765,88.29731000723821,77.78306770660183,No,Bachelor,No
4.763384266114388,89.26577060236212,77.43707531541357,No,High School,No
10.00145137843457,80.87029337286933,70.02428547035412,No,Bachelor,No
15.20872840168667,91.16279029037013,76.22159336183186,Yes,Bachelor,Yes
19.141272163752983,29.40879844611394,94.06508662462895,No,High School,No
9.194049494772276,74.06785081860403,65.72358614436979,No,Master,No
16.494134115816628,84.82643869833562,72.07967775565126,Yes,High School,Yes
8.95693654117342,56.97971832760986,53.70810551227885,Yes,High School,No
10.107857576064415,87.7264663562312,56.976085576025014,Yes,Bachelor,No
3.746711225214222,75.91057558027757,71.46719939639961,No,High School,No
-7.614134031112766,145.1095139663098,86.55900320052861,Yes,High School,Yes
4.186523155069331,111.46039450429713,66.1557876362264,Yes,Bachelor,No
7.193013976181338,70.68388861763674,66.46125206031815,No,Master,No
23.429134372862716,76.9832457686661,63.89672133243438,Yes,Master,Yes
7.404808889344456,78.52104868783215,61.978649937335156,Yes,Master,No
36.05905651869912,70.96681047680755,74.42457183563232,No,Master,Yes
18.946543207047114,83.90049968056253,47.54113532232033,No,High School,No
16.47868898955899,64.8343586222482,89.2140936500009,No,High School,Yes
8.13313775855029,57.38769330124947,,No,Master,No
20.60247903527193,92.45422447800537,80.82855228157212,No,High School,Yes
-10.394897390097809,92.59059168443622,50.950021039091865,No,Bachelor,No
15.976078517162891,63.91368480680015,80.03260195819327,Yes,Bachelor,No
35.48067630615036,97.90710861525199,80.07916911721746,Yes,High School,Yes
14.231520802202802,67.36844541669338,75.76303108008845,No,Master,No
24.194186610285406,85.06330476075962,55.08357217300312,Yes,Bachelor,Yes
9.3745885989929,126.40688025224912,73.74322284397115,No,High School,Yes
14.720092076024306,79.32774870592574,52.25415722898417,No,Master,No
29.16640508508408,89.09481824282268,66.20855117355723,Yes,High School,Yes
9.98426353769786,69.67140712224857,85.44119651432989,Yes,High School,No
29.499588463975428,76.07066833143806,81.95052890606112,Yes,Bachelor,Yes
-20.662015483643803,75.88281138239319,70.2277441381065,No,Master,Yes
10.500265792845859,65.06843306919522,55.37790136115737,No,Bachelor,No
20.059261912444168,76.46451673768436,79.6838156826129,No,Bachelor,Yes
22.780435597013838,49.02763402272507,70.29071856547039,Yes,Bachelor,No
19.97447969773757,70.1769250571579,35.19526602654365,No,High School,No
2.4382022408763486,74.30249013260658,81.73944739474777,No,Master,No
9.182902593401051,74.8764049500924,69.63650749195462,Yes,Master,No
13.019850915587963,75.17005108258442,88.03676871974608,No,High School,Yes
14.40453256719963,78.76471600279743,53.57094221735793,No,High School,No
19.965376780405425,89.58883036172128,22.34944280205999,Yes,Master,No
-16.42160800746603,127.49034148265045,74.18625787517777,No,Master,Yes
4.31724513031919,67.00469546303466,74.37345515022959,Yes,Master,No
18.041582808047707,55.93598289221711,44.63992558590322,No,Master,No
19.884685962270584,59.15911175513794,55.3225068120009,Yes,Bachelor,No
19.47832358344832,70.25594157610146,100.0,No,Bachelor,Yes
23.646245804436973,72.96157364366982,65.41584078769294,No,Bachelor,Yes
21.671377236391233,64.60007867605086,80.96438464564324,No,High School,Yes
18.673440633827493,54.07766671500211,60.24010258947425,No,Bachelor,No
14.438674308330825,70.87758345051624,38.645456517202646,No,Bachelor,No
1.7123125318720689,83.62853240227943,67.44612629806142,No,Bachelor,No
-18.436945753060687,91.90058931671129,66.01593159570842,No,Bachelor,Yes
16.66150149730489,68.85153893783358,64.00182641997444,No,High School,No
17.172630697562987,71.74004355713132,68.28038746740411,No,High School,No
4.786011393437525,61.466033823053785,73.96402407468454,No,High School,No
6.351547676733901,79.37121659250447,67.7482457311929,No,High School,No
23.42522282666323,93.03142731618371,51.039907480789545,No,High School,No
14.68355876914676,91.462556264824,77.29277187342909,No,Master,Yes
20.452005578980994,44.282670161317775,,Yes,High School,No
15.226547009043689,72.80740655095076,39.244638140736996,Yes,High School,No
15.238049115965962,86.02214678383484,81.08770742052351,Yes,Bachelor,Yes
-22.50627044780798,83.67669032645009,77.60530408203036,No,Bachelor,Yes
10.871642174261009,133.86067327960993,69.13906952388946,Yes,High School,Yes
15.768966215527866,86.99600049135815,49.06827242867392,No,Bachelor,No
11.30179769035966,59.91890806315979,59.381335889888874,No,Bachelor,No
11.524030180541475,78.09071505821854,66.05879878470245,Yes,High School,No
12.526623012250885,44.475073330670966,46.0615904713883,No,High School,No
16.777070173069703,78.38800501406479,58.91457012965151,Yes,Master,No
11.170011026692181,63.33887885998483,79.78495507265019,Yes,Master,No
25.046049004588166,98.30780551120324,91.40958046433825,No,Bachelor,Yes
7.843141582243969,69.00919450808931,63.70847871012174,No,High School,No
-13.505026846709129,107.66468168409507,81.34732531474148,No,High School,Yes
11.4821515338066,67.28884317191194,41.28909894118799,Yes,Bachelor,No
26.575823074829863,114.77702703706663,79.89176861670417,No,High School,Yes
16.572438212092596,73.57514467764176,57.940773779087785,Yes,High School,No
23.254756315749077,116.65114086958403,74.61018425061955,Yes,Bachelor,Yes
3.1155170157042242,96.28303524236533,66.28371372640436,Yes,High School,No
17.13640212695407,89.64133454670772,89.80621014675751,Yes,Bachelor,Yes
22.117046364987495,87.3746629463504,56.883465274901226,Yes,Master,Yes
15.658271914203393,87.87594596432503,79.41409446342746,Yes,High School,Yes
23.52384300052281,41.4465484130878,65.80738805055199,No,Master,No
-10.861692399197022,74.42233211698488,67.62541782985504,Yes,High School,No
26.27477952148464,96.90315942368643,67.24219160261185,Yes,Master,Yes
33.391184988954,79.02205633051788,57.31490343258831,Yes,High School,Yes
12.097291516482727,51.896203063928496,69.78851551139992,No,High School,No
11.435979828793826,78.9519109884506,69.06027666817268,Yes,Bachelor,No
26.627075816941606,144.08211032510982,73.61860372610094,No,High School,Yes
